"OID","Country or Area","Year","Description","Magnitude","Value"
"36946D.NZF...","TRINIDAD AND TOBAGO","1991","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","427264000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1990","FOREIGN LIABILITIES","TT DOLLARS","1600000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1990","FOREIGN LIABILITIES","TT DOLLARS","98999000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1990","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1990","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","213100000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1990","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","26378000"
"36946D.NZF...","TRINIDAD AND TOBAGO","1990","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","614844000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1990","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1989","FOREIGN LIABILITIES","TT DOLLARS","100105000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1989","FOREIGN LIABILITIES","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1989","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H.NZF...","TRINIDAD AND TOBAGO","1989","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","26207000"
"36946H..ZF...","TRINIDAD AND TOBAGO","1989","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","96179000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1989","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1989","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","416327000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1988","FOREIGN LIABILITIES","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1988","FOREIGN LIABILITIES","TT DOLLARS","66451000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1988","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1988","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","251358000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1988","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","19637000"
"36946D.NZF...","TRINIDAD AND TOBAGO","1988","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","598058000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1988","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1987","FOREIGN LIABILITIES","TT DOLLARS","60609000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1987","FOREIGN LIABILITIES","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1987","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H.NZF...","TRINIDAD AND TOBAGO","1987","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","16971000"
"36946H..ZF...","TRINIDAD AND TOBAGO","1987","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","209761000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1987","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1987","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","720356000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1986","FOREIGN LIABILITIES","TT DOLLARS","10280000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1986","FOREIGN LIABILITIES","TT DOLLARS","50591000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1986","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1986","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","76336000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1986","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1986","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","609972000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1986","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1985","FOREIGN LIABILITIES","TT DOLLARS","32733000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1985","FOREIGN LIABILITIES","TT DOLLARS","18090000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1985","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H.NZF...","TRINIDAD AND TOBAGO","1985","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1985","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","200252000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1985","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1985","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","591313000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1984","FOREIGN LIABILITIES","TT DOLLARS","30940000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1984","FOREIGN LIABILITIES","TT DOLLARS","37257000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1984","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1984","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","125190000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1984","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1984","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","604321000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1984","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1983","FOREIGN LIABILITIES","TT DOLLARS","34186000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1983","FOREIGN LIABILITIES","TT DOLLARS","8460000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1983","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1983","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","59177000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1983","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1983","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1983","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","582428000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1982","FOREIGN LIABILITIES","TT DOLLARS","5450000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1982","FOREIGN LIABILITIES","TT DOLLARS","32670000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1982","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1982","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","30716000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1982","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1982","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","363342000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1982","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1981","FOREIGN LIABILITIES","TT DOLLARS","33714000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1981","FOREIGN LIABILITIES","TT DOLLARS","682000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1981","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1981","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","49155000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1981","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1981","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1981","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","308119000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1980","FOREIGN LIABILITIES","TT DOLLARS","515000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1980","FOREIGN LIABILITIES","TT DOLLARS","24827000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1980","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1980","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","39462000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1980","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1980","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","220434000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1980","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1979","FOREIGN LIABILITIES","TT DOLLARS","24413000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1979","FOREIGN LIABILITIES","TT DOLLARS","20000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1979","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1979","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","52299000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1979","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1979","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1979","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","156871000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1978","FOREIGN LIABILITIES","TT DOLLARS","10803000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1978","FOREIGN LIABILITIES","TT DOLLARS","469000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1978","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1978","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","46073000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1978","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1978","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","124436000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1978","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1977","FOREIGN LIABILITIES","TT DOLLARS","12673000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1977","FOREIGN LIABILITIES","TT DOLLARS","500000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1977","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1977","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","18365000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1977","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1977","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1977","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","75960000"
"36946C.NZF...","TRINIDAD AND TOBAGO","1976","FOREIGN LIABILITIES","TT DOLLARS","11952000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1976","FOREIGN LIABILITIES","TT DOLLARS","200000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1976","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1976","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","8704000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1976","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1976","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","49958000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1976","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C.NZF...","TRINIDAD AND TOBAGO","1975","FOREIGN LIABILITIES","TT DOLLARS","11083000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1975","FOREIGN LIABILITIES","TT DOLLARS","334000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1975","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1975","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","2991000"
"36946H.NZF...","TRINIDAD AND TOBAGO","1975","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1975","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946D.NZF...","TRINIDAD AND TOBAGO","1975","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","35425000"
"36946C..ZF...","TRINIDAD AND TOBAGO","1974","FOREIGN LIABILITIES","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1974","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1974","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","1679000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1974","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C..ZF...","TRINIDAD AND TOBAGO","1973","FOREIGN LIABILITIES","TT DOLLARS","8000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1973","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1973","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","13956000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1973","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C..ZF...","TRINIDAD AND TOBAGO","1972","FOREIGN LIABILITIES","TT DOLLARS","10000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1972","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1972","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","15467000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1972","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C..ZF...","TRINIDAD AND TOBAGO","1971","FOREIGN LIABILITIES","TT DOLLARS","110000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1971","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1971","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","10474000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1971","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946C..ZF...","TRINIDAD AND TOBAGO","1970","FOREIGN LIABILITIES","TT DOLLARS","95000"
"36946G..ZF...","TRINIDAD AND TOBAGO","1970","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946H..ZF...","TRINIDAD AND TOBAGO","1970","CREDIT FROM DEPOSIT MONEY BANKS","TT DOLLARS","10309000"
"36946D..ZF...","TRINIDAD AND TOBAGO","1970","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1969","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1969","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1968","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1968","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1967","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1967","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1966","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1966","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"36946G..ZF...","TRINIDAD AND TOBAGO","1965","CREDIT FROM MONETARY AUTHOR.","TT DOLLARS","0"
"36946D..ZF...","TRINIDAD AND TOBAGO","1965","CENTRAL GOVERNMENT DEPOSITS","TT DOLLARS","0"
"74446CL.ZF...","TUNISIA","2009","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2009","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","109641000"
"74446CL.ZF...","TUNISIA","2008","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2008","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","116076000"
"74446CL.ZF...","TUNISIA","2007","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2007","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","148001000"
"74446CL.ZF...","TUNISIA","2006","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2006","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","174886000"
"74446CL.ZF...","TUNISIA","2005","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2005","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","211075000"
"74446CL.ZF...","TUNISIA","2004","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2004","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","201633000"
"74446CL.ZF...","TUNISIA","2003","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2003","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","255839000"
"74446CL.ZF...","TUNISIA","2002","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2002","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","180508000"
"74446CL.ZF...","TUNISIA","2001","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2001","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","172026000"
"74446CL.ZF...","TUNISIA","2000","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","2000","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","215313000"
"74446CL.ZF...","TUNISIA","1999","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1999","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","1005160000"
"74446CL.ZF...","TUNISIA","1998","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1998","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","1012040000"
"74446CL.ZF...","TUNISIA","1997","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1997","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","1060530000"
"74446CL.ZF...","TUNISIA","1996","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1996","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","984947000"
"74446CL.ZF...","TUNISIA","1995","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1995","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","917967000"
"74446CL.ZF...","TUNISIA","1994","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1994","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","843141000"
"74446CL.ZF...","TUNISIA","1993","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1993","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","688386000"
"74446CL.ZF...","TUNISIA","1992","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1992","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","534591000"
"74446CL.ZF...","TUNISIA","1986","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1986","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","456865000"
"74446CL.ZF...","TUNISIA","1985","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1985","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","460074000"
"74446CL.ZF...","TUNISIA","1984","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","0"
"74446F..ZF...","TUNISIA","1984","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","346800000"
"74446CL.ZF...","TUNISIA","1983","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","212508000"
"74446F..ZF...","TUNISIA","1983","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","77560000"
"74446CL.ZF...","TUNISIA","1982","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","159788000"
"74446F..ZF...","TUNISIA","1982","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","45912000"
"74446CL.ZF...","TUNISIA","1981","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","130154000"
"74446F..ZF...","TUNISIA","1981","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","34594000"
"74446CL.ZF...","TUNISIA","1980","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","111638000"
"74446F..ZF...","TUNISIA","1980","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","18617000"
"74446CL.ZF...","TUNISIA","1979","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","101740000"
"74446F..ZF...","TUNISIA","1979","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","9545000"
"74446CL.ZF...","TUNISIA","1978","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","79670000"
"74446F..ZF...","TUNISIA","1978","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","6043000"
"74446CL.ZF...","TUNISIA","1977","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","62847000"
"74446F..ZF...","TUNISIA","1977","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","6462000"
"74446CL.ZF...","TUNISIA","1976","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","52274000"
"74446F..ZF...","TUNISIA","1976","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","5791000"
"74446CL.ZF...","TUNISIA","1975","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","24836000"
"74446F..ZF...","TUNISIA","1975","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","6048000"
"74446CL.ZF...","TUNISIA","1974","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","23032000"
"74446F..ZF...","TUNISIA","1974","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","6048000"
"74446CL.ZF...","TUNISIA","1973","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","13175000"
"74446F..ZF...","TUNISIA","1973","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","4770000"
"74446CL.ZF...","TUNISIA","1972","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","12587000"
"74446F..ZF...","TUNISIA","1972","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","5022000"
"74446CL.ZF...","TUNISIA","1971","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","9100000"
"74446F..ZF...","TUNISIA","1971","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","3350000"
"74446CL.ZF...","TUNISIA","1970","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","7428000"
"74446F..ZF...","TUNISIA","1970","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","3350000"
"74446CL.ZF...","TUNISIA","1969","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","4818000"
"74446F..ZF...","TUNISIA","1969","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","1340000"
"74446CL.ZF...","TUNISIA","1968","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","2556000"
"74446F..ZF...","TUNISIA","1968","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","1340000"
"74446CL.ZF...","TUNISIA","1967","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","662000"
"74446F..ZF...","TUNISIA","1967","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","615000"
"74446CL.ZF...","TUNISIA","1966","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","90000"
"74446F..ZF...","TUNISIA","1966","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","615000"
"74446CL.ZF...","TUNISIA","1965","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","500000"
"74446F..ZF...","TUNISIA","1965","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","0"
"74446CL.ZF...","TUNISIA","1964","LONG TERM FOREIGN BORROWING","TUNISIAN DINARS","50000"
"74446F..ZF...","TUNISIA","1964","CREDIT FROM GOVERNMENT","TUNISIAN DINARS","0"
"11146S..ZK...","UNITED STATES","2009","SECURITIES OTHER THAN SHARES","BILLIONS OF US$","4386320000000"
"11146L..ZK...","UNITED STATES","2009","LOANS","BILLIONS OF US$","711874000000"
"11146C..ZK...","UNITED STATES","2009","LIABILITIES TO NONRESIDENTS","BILLIONS OF US$","2563860000000"
"11146D..ZK...","UNITED STATES","2009","LIABILITIES TO CENTRAL GOVERNMENT","BILLIONS OF US$","1293480000000"
"11146R..ZK...","UNITED STATES","2009","INSURANCE TECHNICAL RESERVES","BILLIONS OF US$","14028100000000"
"11146M..ZK...","UNITED STATES","2009","FINANCIAL DERIVATIVES","BILLIONS OF US$","0"
"11146B..ZK...","UNITED STATES","2009","DEPOSITS","BILLIONS OF US$","15908000000"
"11146S..ZK...","UNITED STATES","2008","SECURITIES OTHER THAN SHARES","BILLIONS OF US$","5521810000000"
"11146B..ZF...","UNITED STATES","2008","RESTRICTED DEPOSITS","BILLIONS OF US$","0"
"11146L..ZK...","UNITED STATES","2008","LOANS","BILLIONS OF US$","1195580000000"
"11146C..ZK...","UNITED STATES","2008","LIABILITIES TO NONRESIDENTS","BILLIONS OF US$","2943150000000"
